,name_res,img_link,food_link,favorite_tag,is_quality_mer,address,promotion
2660,Phở Bò Xương Không Bột Ngọt - Trường Chinh,,https://shopeefood.vn/ho-chi-minh/pho-bo-xuong-khong-bot-ngot-truong-chinh,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"405/34 Trường Chinh, P. 14, Tân Bình, TP. HCM",Giảm món
2661,"Hủ Tiếu Lý Chính Thắng - Hoành Thánh, Bánh Canh & Nui",,https://shopeefood.vn/ho-chi-minh/hu-tieu-ly-chinh-thang-hoanh-thanh-banh-canh-nui,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"212 Lý Chính Thắng, P. 9, Quận 3, TP. HCM",Giảm món
2662,Xộp - Món Hến & Ốc - Hoàng Hoa Thám,,https://shopeefood.vn/ho-chi-minh/xop-mon-hen-oc-hoang-hoa-tham,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"9/1A Hoàng Hoa Thám, P. 6, Bình Thạnh, TP. HCM",Giảm món
2663,Quán Phở Hùng - Nguyễn Thức Tự,,https://shopeefood.vn/ho-chi-minh/quan-pho-hung-nguyen-thuc-tu,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"23K Nguyễn Thức Tự, P. An Lạc A, Bình Tân, TP. HCM",Giảm món
2664,Cơm Tấm Út Nguyệt - Trần Đình Xu,,https://shopeefood.vn/ho-chi-minh/com-tam-ut-nguyet-tran-dinh-xu,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"137/73 Trần Đình Xu, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",Giảm món
2665,Lê Dung - Bún Bò & Nước Sâm Giải Nhiệt - Bạch Đằng,,https://shopeefood.vn/ho-chi-minh/le-dung-bun-bo-nuoc-sam-giai-nhiet-bach-dang,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"461/7 Bạch Đằng, P. 2, Bình Thạnh, TP. HCM",Giảm món
2666,Nem Chua Diệu Thơm - Bình Thạnh,,https://shopeefood.vn/ho-chi-minh/nem-chua-dieu-thom-binh-thanh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"250 Hoàng Hoa Thám, P. 5, Bình Thạnh, TP. HCM",Giảm món
2667,Napoli Coffee - Võ Trường Toản,,https://shopeefood.vn/ho-chi-minh/napoli-coffee-vo-truong-toan,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"28 Võ Trường Toản, P. 2, Bình Thạnh, TP. HCM",Giảm món
2668,Milo Dầm Tân Khai - Lạc Long Quân,,https://shopeefood.vn/ho-chi-minh/milo-dam-tan-khai-lac-long-quan,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"423/19W Lạc Long Quân, P.5, Quận 11, TP. HCM",Giảm hết 10%
2669,Nguyên - Bún Cá Châu Đốc - Hẻm 58 Hồ Thị Kỷ,,https://shopeefood.vn/ho-chi-minh/nguyen-bun-ca-chau-doc-hem-58-ho-thi-ky,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"377/2 Trần Bình Trọng, P. 1, Quận 10, TP. HCM",Giảm món
2670,An Thái Cà Phê Kem - Bà Hạt,https://images.foody.vn/res/g119/1183848/prof/s280x175/foody-upload-api-foody-mobile-34-75855e7a-230907110419.jpeg,https://shopeefood.vn/ho-chi-minh/an-thai-ca-phe-kem-ba-hat,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"362 Bà Hạt, P. 9, Quận 10, TP. HCM",Giảm hết 10%
2671,Cơm Niêu Phương Nam - Cơm Văn Phòng,https://images.foody.vn/res/g119/1185805/prof/s280x175/foody-upload-api-foody-mobile-fi-b7192304-231013084822.jpeg,https://shopeefood.vn/ho-chi-minh/com-nieu-phuong-nam-com-van-phong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"RS2 - SH.02 Chung Cư RichStar 1, P. Hiệp Tân, Tân Phú, TP. HCM",Giảm món
2672,Gỏi Cuốn Cô Ba,https://images.foody.vn/res/g95/944336/prof/s280x175/foody-upload-api-foody-mobile-hm1-190730164856.jpg,https://shopeefood.vn/ho-chi-minh/goi-cuon-co-ba,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"356/37 Xô Viết Nghệ Tĩnh, P. 25, Bình Thạnh, TP. HCM",Giảm món
2673,Gỏi Cuốn Bà Tám Tuồng - Tân Kỳ Tân Quý,https://images.foody.vn/res/g120/1192115/prof/s280x175/foody-upload-api-foody-mobile-an-8c153d77-231115173210.jpg,https://shopeefood.vn/ho-chi-minh/goi-cuon-ba-tam-tuong-tan-ky-tan-quy,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"93/8/6d Tân Kỳ Tân Quý , P. Tân Sơn Nhì, Tân Phú, TP. HCM",Giảm hết 20%
2674,Bi - Mì Trộn Và Hambuger - Âu Cơ,https://images.foody.vn/res/g100007/1000062931/prof/s280x175/file_bde8cd9f-a284-4aa8-a46f-697-c2ed7143-230306112732.jpeg,https://shopeefood.vn/ho-chi-minh/bi-mi-tron-va-hambuger-au-co,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"519/17/4 Âu Cơ, P. Phú Trung, Tân Phú, TP. HCM",Giảm món
2675,Pandy Milktea - Trà Sữa Nhà Làm - Hoà Hiệp,https://images.foody.vn/res/g117/1169556/prof/s280x175/file_restaurant_photo_eoja_16848-354481bf-230524071136.jpg,https://shopeefood.vn/ho-chi-minh/pandy-milktea-tra-sua-nha-lam-hoa-hiep,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"1155 Hoà Hiệp, P.4, Tân Bình, TP. HCM",Giảm hết 30%
2676,Hủ Tiếu Dê - Hảo Ký,https://images.foody.vn/res/g120/1191611/prof/s280x175/foody-upload-api-foody-mobile-an-1a39b40c-231110120214.jpg,https://shopeefood.vn/ho-chi-minh/hu-tieu-de-hao-ky,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"69/2/44 Nguyễn Gia Trí, P. 25, Bình Thạnh, TP. HCM",Giảm hết 20%
2677,Sam’s - Hủ Tiếu Mì - 119H/36A Nguyễn Thị Tần,https://images.foody.vn/res/g100006/1000056789/prof/s280x175/file_ec47f830-63df-4b5a-aa04-066-8fc15deb-220810092717.jpeg,https://shopeefood.vn/ho-chi-minh/sam-s-hu-tieu-mi-119h-36a-nguyen-thi-tan-phuong-2-quan-8-tphcm.nyrgya,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"119H/36A Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",Giảm hết 10%
2678,Chả Chiba,https://images.foody.vn/res/g105/1040888/prof/s280x175/foody-upload-api-foody-mobile-45609728_26941217376-200807155930.jpg,https://shopeefood.vn/ho-chi-minh/cha-chiba,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"174/6 Lê Lai, P. Phạm Ngũ Lão, Quận 1, TP. HCM",Giảm hết 10%
2679,Quán Chay Tâm Nhã Tên Lửa - Món Chay - Đường 23B,https://images.foody.vn/res/g100007/1000065355/prof/s280x175/file_fbd36192-afc6-415e-8465-96f-6a058d05-230428102019.jpeg,https://shopeefood.vn/ho-chi-minh/quan-chay-tam-nha-ten-lua-mon-chay-duong-23b,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"Số 32 Đường 23B, P. Bình Trị Đông B, Bình Tân, TP. HCM",Giảm hết 12%
2680,Bánh Mì Bà Trâm - Trương Văn Bang,https://images.foody.vn/res/g120/1192353/prof/s280x175/foody-upload-api-foody-mobile-an-6fd4f7ac-231118114442.jpeg,https://shopeefood.vn/ho-chi-minh/banh-mi-ba-tram-truong-van-bang,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"169 Trương Văn Bang, P. Thạnh Mỹ Lợi, Thành Phố Thủ Đức, TP. HCM",Giảm món
2681,Bánh Xèo 76 HD - Liên Khu 4-5,https://images.foody.vn/res/g119/1188951/prof/s280x175/foody-upload-api-foody-mobile-co-7a1de3b1-231016122006.jpeg,https://shopeefood.vn/ho-chi-minh/banh-xeo-76-hd-lien-khu-4-5,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"187A Liên Khu 4-5, P. Bình Hưng Hòa B, Bình Tân, TP. HCM",Giảm món
2682,Bún Bò Phở Số 7,https://images.foody.vn/res/g24/239574/prof/s280x175/foody-upload-api-foody-mobile-co-e5b9690a-230627145152.jpeg,https://shopeefood.vn/ho-chi-minh/bun-bo-pho-so-7,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"56 Phạm Văn Đồng, P. 3, Gò Vấp, TP. HCM",Giảm món
2683,"Bún Riu 9997 - Bún Riêu Cua, Nui Xào Bò & Spaghetti - Ngô Bệ",https://images.foody.vn/res/g119/1187520/prof/s280x175/foody-upload-api-foody-mobile-bi-ead374f5-231006123438.jpeg,https://shopeefood.vn/ho-chi-minh/bun-riu-9997-bun-rieu-cua-nui-xao-bo-spaghetti-ngo-be,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"47 Ngô Bệ, P. 13, Tân Bình, TP. HCM",Giảm món
2684,OneLife - Sữa Hạt & Nước Ép Trái Cây Nano Không Đường,https://images.foody.vn/res/g108/1077304/prof/s280x175/file_restaurant_photo_g3rt_16232-be504080-210609082939.jpeg,https://shopeefood.vn/ho-chi-minh/onelife-sua-hat-nuoc-ep-trai-cay-nano-khong-duong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"15 Nguyễn Lương Bằng, P. Tân Phú, Quận 7, TP. HCM",Giảm món
2685,Lẩu Bò Tuấn Râu Gốc,,https://shopeefood.vn/ho-chi-minh/lau-bo-tuan-rau-goc,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"155 Đông Bắc, P. Tân Chánh Hiệp, Quận 12, TP. HCM",Giảm món
2686,Tiệm Trà MINZ - 24/24 - Nguyễn Phúc Nguyên,,https://shopeefood.vn/ho-chi-minh/tiem-tra-minz-24-24-nguyen-phuc-nguyen,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"73 Nguyễn Phúc Nguyên, P. 10, Quận 3, TP. HCM",Giảm món
2687,Nước Ép Detox Rau Củ Quả Trái Cây - 100% Juice & Smoothie,,https://shopeefood.vn/ho-chi-minh/nuoc-ep-detox-rau-cu-qua-trai-cay-100-juice-smoothie,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"213/1B Nguyễn Trãi, P. 2, Quận 5, TP. HCM",Giảm món
2688,Bonnie Coffee - Trà Sữa & Coffee - Gò Xoài,,https://shopeefood.vn/ho-chi-minh/bonnie-coffee-tra-sua-coffee-go-xoai,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"173/7 Gò Xoài, P. Bình Hưng Hòa A, Bình Tân, TP. HCM",Giảm hết 20%
2689,Royaltea - Huỳnh Tấn Phát,,https://shopeefood.vn/ho-chi-minh/royal-tea-huynh-tan-phat,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"1506/4 Huỳnh Tấn Phát, P. Phú Mỹ, Quận 7, TP. HCM",Đồng giá 29k
2690,Stop N Salad - Nguyễn Đình Chiểu,,https://shopeefood.vn/ho-chi-minh/stop-n-salad-nguyen-dinh-chieu,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"311/5A Nguyễn Đình Chiểu, P.5 (Đoạn Nguyễn Đình Chiểu 1 Chiều), Quận 3, TP. HCM",Giảm món
2691,Quán Cơm Bắc - Cơm Văn Phòng - Nguyễn Phúc Nguyên,,https://shopeefood.vn/ho-chi-minh/quan-com-bac-com-van-phong-nguyen-phuc-nguyen,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"36A Nguyễn Phúc Nguyên, P. 9, Quận 3, TP. HCM",Giảm món
2692,Cô Tư Bò kho - Võ Thị Sáu,,https://shopeefood.vn/ho-chi-minh/co-tu-bo-kho-vo-thi-sau,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"175 Võ Thị Sáu, P. Võ Thị Sáu, Quận 3, TP. HCM",Giảm món
2693,A Chề - Cá Viên Chiên & Ăn Vặt,,https://shopeefood.vn/ho-chi-minh/a-che-ca-vien-chien-an-vat,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"123/44 Nghĩa Phát, P. 6 , Tân Bình, TP. HCM",Giảm món
2694,SOMER Milk Tea & Picnic - Trà Sữa & Trà - Chung Cư An Gia,,https://shopeefood.vn/ho-chi-minh/somer-milk-tea-picnic-tra-sua-tra-chung-cu-an-gia,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"West Gate Park - Chung Cư An Gia, TT. Tân Túc, Bình Chánh, TP. HCM",Giảm món
2695,BÁNH CANH CUA - CHÚ HUÂN - Đường Số 46,,https://shopeefood.vn/ho-chi-minh/banh-canh-cua-chu-huan-duong-so-46,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"33 Đường Số 46, P. 2, Quận 4, TP. HCM",Giảm món
2696,Ăn Vặt Xiên Que Nhà Cà Rốt - Thích Quảng Đức,,https://shopeefood.vn/ho-chi-minh/an-vat-xien-que-nha-ca-rot-thich-quang-duc,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"100/118 Thích Quảng Đức, P. 5, Phú Nhuận, TP. HCM",Giảm món
2697,Quán Chay An Cát Tường - Quán Chay & Bánh Mì Chay - Ba Tháng Hai,,https://shopeefood.vn/ho-chi-minh/quan-chay-an-cat-tuong-quan-chay-banh-mi-chay-ba-thang-hai,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"1425 Ba Tháng Hai, P. 16, Quận 11, TP. HCM",Giảm hết 15%
2698,Bánh Trứng Gà Non Suki - Lê Thị Hồng,,https://shopeefood.vn/ho-chi-minh/banh-trung-ga-non-suki-le-thi-hong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"40/21 Lê Thị Hồng, P. 17, Gò Vấp, TP. HCM",Giảm món
2699,Cơm Tấm - Thanh - Nguyễn Văn Luông,,https://shopeefood.vn/ho-chi-minh/com-tam-thanh-nguyen-van-luong.5khxz1,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"424/57/20 Nguyễn Văn Luông, P. 12, Quận 6, TP. HCM",Giảm món
2700,Lê's Path Coffee Y Dược - Chung Cư Hùng Vương,https://images.foody.vn/res/g117/1164464/prof/s280x175/foody-upload-api-foody-mobile-hi-70232e52-230314091345.jpeg,https://shopeefood.vn/ho-chi-minh/le-s-path-coffee-y-duoc-chung-cu-hung-vuong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"006D, Lô D, Chung cư Hùng Vương, P. 11, Quận 5, TP. HCM",Giảm món
2701,Bảo Bình - Bánh Mì Chả Cá - Chung Thị Minh,https://images.foody.vn/res/g100008/1000071587/prof/s280x175/vn-11134513-7r98o-lnn4r576ugvh0c-e6c1e231-231106161403.jpeg,https://shopeefood.vn/ho-chi-minh/bao-binh-banh-mi-cha-ca-chung-thi-minh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"38A Chung Thị Minh, P. Hiệp Thành, Quận 12, TP. HCM",Giảm món
2702,Bún Chả Hà Nội TuTor - 216 Đường Số 5,https://images.foody.vn/res/g100008/1000072158/prof/s280x175/file_b6a31d43-d4a8-4722-86a2-3a0-ba9b070f-231127120631.jpeg,https://shopeefood.vn/ho-chi-minh/bun-cha-ha-noi-tutor-216-duong-so-5,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"216 Đường Số 5, P. Bình Hưng Hòa, Bình Tân, TP. HCM",Giảm hết 10%
2703,Quán Chè Quỳnh Anh - Huỳnh Tấn Phát,https://images.foody.vn/res/g115/1148906/prof/s280x175/file_restaurant_photo_dwez_16630-7f48a796-220913130228.jpeg,https://shopeefood.vn/ho-chi-minh/quan-che-quynh-anh-huynh-tan-phat,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"296/31/4 Huỳnh Tấn Phát, Khu Phố 1, P. Tân Thuận Tây, Quận 7, TP. HCM",Giảm món
2704,Jenny Sky - Sữa Tươi Trân Châu Đường Đen & Món Ăn Hàn Quốc,https://images.foody.vn/res/g78/777544/prof/s280x175/foody-upload-api-foody-mobile-1-jpg-180921144534.jpg,https://shopeefood.vn/ho-chi-minh/jenny-sky-sua-tuoi-tran-chau-duong-den-mon-an-han-quoc,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"183 Bông Sao, P. 5, Quận 8, TP. HCM",Giảm món
2705,BÁNH MÌ & XÔI CHAY SALA - Bánh Mì & Xôi Chay - 167 Thạch Lam,https://images.foody.vn/res/g100008/1000071596/prof/s280x175/foody-upload-api-foody-mobile-me-6a668315-231108141659.jpeg,https://shopeefood.vn/ho-chi-minh/banh-mi-xoi-chay-sala-banh-mi-xoi-chay-167-thach-lam,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"167 Thạch Lam, P. Phú Thạnh, Tân Phú, TP. HCM",Giảm món
2706,Mẹ Tròn - Mì Trộn Indomie & Nước ép Juice Healthy,https://images.foody.vn/res/g116/1153443/prof/s280x175/foody-upload-api-foody-mobile-ga-8965a458-221014144120.jpeg,https://shopeefood.vn/ho-chi-minh/me-tron-mi-tron-indomie-nuoc-ep-juice-healthy,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"233/43 Hậu Giang, P. 5, Quận 6, TP. HCM",Giảm món
2707,De Italiano's Pizza,https://images.foody.vn/res/g93/926167/prof/s280x175/foody-upload-api-foody-mobile-gf-190611085920.jpg,https://shopeefood.vn/ho-chi-minh/de-italiano-s-pizza,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"217/A6 Xô Viết Nghệ Tĩnh, P. 17, Bình Thạnh, TP. HCM",Giảm món
2708,Sunrise Kebab - Trường Chinh,https://images.foody.vn/res/g100/997836/prof/s280x175/foody-upload-api-foody-mobile-foody-upload-api-foo-200108171410.jpg,https://shopeefood.vn/ho-chi-minh/sunrise-kebab-truong-chinh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"191 Trường Chinh, P. 12, Tân Bình, TP. HCM",Giảm món
2709,Phở Minh - Hòa Hưng,https://images.foody.vn/res/g105/1049074/prof/s280x175/file_restaurant_photo_jjar_16229-a1d7e9b2-210606114857.jpg,https://shopeefood.vn/ho-chi-minh/pho-minh-hoa-hung,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"159/5D Hòa Hưng, Phường 12, Quận 10, TP. HCM",Giảm món
2710,Tiệm Ăn Vặt Triều Vy - Cá Viên Chiên - Đường 18D,https://images.foody.vn/res/g100005/1000044512/prof/s280x175/file_restaurant_photo_z66r_16470-0f13890b-220312164926.jpeg,https://shopeefood.vn/ho-chi-minh/tiem-an-vat-trieu-vy-ca-vien-chien-duong-18d.ey8kam,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"49/4 Đường 18D, P. Bình Hưng Hòa A, Bình Tân, TP. HCM",Giảm hết 10%
2711,Bánh Mì Đakao - 62 Điện Biên Phủ,https://images.foody.vn/res/g100008/1000072149/prof/s280x175/file_1f524f2a-5e72-4725-bde2-7af-d9769b4e-231127113047.jpeg,https://shopeefood.vn/ho-chi-minh/banh-mi-dakao-62-dien-bien-phu,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"62 Điện Biên Phủ, P. Đa Kao, Quận 1, TP. HCM",Giảm hết 10%
2712,Lẩu Gà Lá É A Hào - Kênh Tân Hoá,https://images.foody.vn/res/g118/1177050/prof/s280x175/foody-upload-api-foody-mobile-co-57d45558-230713132819.jpeg,https://shopeefood.vn/ho-chi-minh/lau-ga-la-e-a-hao-kenh-tan-hoa,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"57A Kênh Tân Hoá, P. Tân Thới Hòa, Tân Phú, TP. HCM",Giảm món
2713,Bánh Tráng Tây Ninh Tâm Nghi - Nguyễn Xí,https://images.foody.vn/res/g117/1162457/prof/s280x175/foody-upload-api-foody-mobile-hi-a5dab3f2-230221130730.jpg,https://shopeefood.vn/ho-chi-minh/banh-trang-tay-ninh-tam-nghi-nguyen-xi,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"408/12A Nguyễn Xí, P. 13, Bình Thạnh, TP. HCM",Giảm món
2714,Há Cảo Double B - Trần Đình Xu,https://images.foody.vn/res/g117/1168112/prof/s280x175/foody-upload-api-foody-mobile-co-eff3430c-230417170941.jpg,https://shopeefood.vn/ho-chi-minh/ha-cao-double-b-tran-dinh-xu,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"115/46 Trần Đình Xu, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",Giảm món
2715,Bún Thịt Nướng 389,,https://shopeefood.vn/ho-chi-minh/bun-thit-nuong-389,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"389/4A Lê Văn Quới, P. Bình Trị Đông A, Bình Tân, TP. HCM",Giảm hết 10%
2716,Hoàng - Cháo Lòng & Cháo Lươn,,https://shopeefood.vn/ho-chi-minh/hoang-chao-long-chao-luon,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"60 Đường Số 34, P. Bình Trị Đông B, Bình Tân, TP. HCM",Giảm món
2717,Quán Cơm Minh Trí,,https://shopeefood.vn/ho-chi-minh/quan-com-minh-tri,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"26/38/14 Đỗ Quang Đẩu, P. Phạm Ngũ Lão, Quận 1, TP. HCM",Đồng giá 39k
2718,Chè Chị Út,,https://shopeefood.vn/ho-chi-minh/che-chi-ut,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"95 Pasteur, P. Bến Nghé, Quận 1, TP. HCM",Giảm món
2719,Cơm Tấm Hạnh - Quán Cơm - Nguyễn Ảnh Thủ,,https://shopeefood.vn/ho-chi-minh/com-tam-hanh-quan-com-nguyen-anh-thu,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"12 Nguyễn Ảnh Thủ, X. Bà Điểm, Hóc Môn, TP. HCM",Giảm hết 10%
2720,Sinh Tố Ăn Vặt Cây Khế - Đường 11,,https://shopeefood.vn/ho-chi-minh/sinh-to-an-vat-cay-khe-duong-11,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"141 Đường 11, KP. 4, P. Linh Xuân, Thành Phố Thủ Đức, TP. HCM",Đồng giá 15k
2721,Bò Cô Vân - Beefsteak - Hẻm C7,,https://shopeefood.vn/ho-chi-minh/bo-co-van-beefsteak-hem-c7,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"C7/30E1 Ấp 4A, Xã Bình Hưng, Bình Chánh, TP. HCM",Giảm món
2722,Bánh Mì Sa Tế Thịt Nướng & Mì Trộn Sa Tế Bồng Bông,,https://shopeefood.vn/ho-chi-minh/banh-mi-sa-te-thit-nuong-mi-tron-sa-te-bong-bong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"33A Chu Mạnh Trinh, P. Bình Thọ, Thành Phố Thủ Đức, TP. HCM",Giảm món
2723,Há Cảo & Dimsum Mộc - Trần Văn Khê,,https://shopeefood.vn/ho-chi-minh/ha-cao-dimsum-moc-tran-van-khe,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"81/49D Trần Văn Khê, P. 17, Bình Thạnh, TP. HCM",Giảm hết 15%
2724,Phát Phú - Bánh Bông Lan Trứng Muối - Vạn Kiếp - Shop Online,,https://shopeefood.vn/ho-chi-minh/phat-phu-banh-bong-lan-trung-muoi-van-kiep-shop-online,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"125/21/22 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM",Giảm món
2725,"Trà Mãng Cầu, Trà Dưa Lưới & Trà Dâu - Mộc Coffee",,https://shopeefood.vn/ho-chi-minh/tra-mang-cau-tra-dua-luoi-tra-dau-moc-coffee,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"78/20/2b Nguyễn Văn Khối, P. 11, Gò Vấp, TP. HCM",Giảm món
2726,Bình Định Quán - Bánh Xèo & Bánh Khọt - Đường 385,,https://shopeefood.vn/ho-chi-minh/binh-dinh-quan-banh-xeo-banh-khot-duong-385.4lpcus,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"7 Đường 385, P. Tăng Nhơn Phú A, Thành Phố Thủ Đức, TP. HCM",Giảm món
2727,Bánh Canh Chả Cá Mẹ Đông - Cầu Xéo,,https://shopeefood.vn/ho-chi-minh/banh-canh-cha-ca-me-dong-cau-xeo,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"83 Cầu Xéo, P. Tân Quý, Tân Phú, TP. HCM",Giảm món
2728,Bánh Canh Chả Cá Nha Trang 39 - Cầu Xéo,,https://shopeefood.vn/ho-chi-minh/banh-canh-cha-ca-nha-trang-39-cau-xeo,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"81 Cầu Xéo, P. Tân Quý, Tân Phú, TP. HCM",Giảm món
2729,Gỏi & Khô Bò - Lạc Long Quân,,https://shopeefood.vn/ho-chi-minh/goi-kho-bo-lac-long-quan,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"544/8 Lạc Long Quân, P. 5, Quận 11, TP. HCM",Giảm món
2730,Heo Quay Đại Hiệp - Nguyễn Trãi,https://images.foody.vn/res/g119/1189109/prof/s280x175/foody-upload-api-foody-mobile-co-9b21f5e2-231017151254.jpeg,https://shopeefood.vn/ho-chi-minh/heo-quay-dai-hiep-nguyen-trai,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"1029i Nguyễn Trãi, P. 14, Quận 5, TP. HCM",Giảm món
2731,Quán Chay THE RICE - VEGAN,https://images.foody.vn/res/g103/1022090/prof/s280x175/file_restaurant_photo_owun_16154-51296210-210311111950.jpeg,https://shopeefood.vn/ho-chi-minh/quan-chay-the-rice-vegan,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"76 Tân Thới Nhất 21, Quận 12, TP. HCM",Giảm hết 10%
2732,Quán Chay Phước Duyên - Bún Bò Huế Chay - Thành Thái,https://images.foody.vn/res/g115/1143230/prof/s280x175/foody-upload-api-foody-mobile-d1-782c3227-220706122412.jpeg,https://shopeefood.vn/ho-chi-minh/quan-chay-phuoc-duyen-bun-bo-hue-chay-thanh-thai,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"3/114 Thành Thái, P. 14, Quận 10, TP. HCM",Giảm món
2733,BEN Cháo Lòng & Lòng Nhậu - Cháo - 700 Lê Hồng Phong,https://images.foody.vn/res/g100004/1000037233/prof/s280x175/file_restaurant_photo_uasx_16568-1e3ca36c-220703162820.jpg,https://shopeefood.vn/ho-chi-minh/ben-chao-long-long-nhau-chao-700-le-hong-phong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"700 Lê Hồng Phong, P. 12, Quận 10, TP. HCM",Giảm món
2734,Hưng Oanh - Bún Chả Hà Nội,https://images.foody.vn/res/g75/743448/prof/s280x175/file_restaurant_photo_oms4_16074-67859902-201208215219.jpg,https://shopeefood.vn/ho-chi-minh/hung-oanh-bun-cha-ha-noi,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"4-6 Đường 6C, P. Phước Bình, Thành Phố Thủ Đức, TP. HCM",Giảm món
